"No.","Time","Source","Destination","Protocol","Length","Info"
"13626","668.687202","192.0.77.40","100.86.87.79","QUIC","1513","Protected Payload (KP0), DCID=8b388c"
"13627","668.687202","192.0.77.40","100.86.87.79","QUIC","1513","Protected Payload (KP0), DCID=8b388c"
"13628","668.687202","192.0.77.40","100.86.87.79","QUIC","1513","Protected Payload (KP0), DCID=8b388c"
"13629","668.687202","192.0.77.40","100.86.87.79","QUIC","1513","Protected Payload (KP0), DCID=8b388c"
"13630","668.687635","192.0.77.40","100.86.87.79","QUIC","1513","Protected Payload (KP0), DCID=8b388c"
"13631","668.687635","192.0.77.40","100.86.87.79","QUIC","1257","Protected Payload (KP0), DCID=8b388c"
"13632","668.687656","100.86.87.79","192.0.77.40","QUIC","89","Protected Payload (KP0), DCID=81c9046747822098797144559dbcd0321deea3a2"
"13633","668.687726","100.86.87.79","192.0.77.40","QUIC","89","Protected Payload (KP0), DCID=81c9046747822098797144559dbcd0321deea3a2"
"13634","668.691993","192.0.77.40","100.86.87.79","QUIC","1513","Protected Payload (KP0), DCID=8b388c"
"13635","668.692114","100.86.87.79","192.0.77.40","QUIC","91","Protected Payload (KP0), DCID=81c9046747822098797144559dbcd0321deea3a2"
"13636","668.697735","192.0.77.40","100.86.87.79","QUIC","1511","Protected Payload (KP0), DCID=8b388c"
"13637","668.697735","192.0.77.40","100.86.87.79","QUIC","1511","Protected Payload (KP0), DCID=8b388c"
"13638","668.698023","100.86.87.79","192.0.77.40","QUIC","91","Protected Payload (KP0), DCID=81c9046747822098797144559dbcd0321deea3a2"
"13639","668.701282","192.0.77.40","100.86.87.79","QUIC","1511","Protected Payload (KP0), DCID=8b388c"
"13640","668.701282","192.0.77.40","100.86.87.79","QUIC","1511","Protected Payload (KP0), DCID=8b388c"
"13641","668.701282","192.0.77.40","100.86.87.79","QUIC","1511","Protected Payload (KP0), DCID=8b388c"
"13642","668.701282","192.0.77.40","100.86.87.79","QUIC","1511","Protected Payload (KP0), DCID=8b388c"
"13643","668.701282","192.0.77.40","100.86.87.79","QUIC","1511","Protected Payload (KP0), DCID=8b388c"
"13644","668.701282","192.0.77.40","100.86.87.79","QUIC","1511","Protected Payload (KP0), DCID=8b388c"
