No.,Time,Source,Destination,Protocol,Length,Info,label
2052,196.13649,100.86.186.37,34.98.127.226,QUIC,764,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2053,196.147325,34.98.127.226,100.86.186.37,QUIC,70,Protected Payload (KP0),3
2054,196.1502,34.98.127.226,100.86.186.37,QUIC,70,Protected Payload (KP0),3
2055,196.150555,100.86.186.37,34.98.127.226,QUIC,74,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2056,196.153138,34.98.127.226,100.86.186.37,QUIC,67,Protected Payload (KP0),3
2057,196.162359,34.98.127.226,100.86.186.37,QUIC,229,Protected Payload (KP0),3
2058,196.16273,100.86.186.37,34.98.127.226,QUIC,78,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2059,196.18002,34.98.127.226,100.86.186.37,QUIC,67,Protected Payload (KP0),3
2060,196.203519,34.98.127.226,100.86.186.37,QUIC,111,Protected Payload (KP0),3
2061,196.203866,100.86.186.37,34.98.127.226,QUIC,78,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2062,196.219955,34.98.127.226,100.86.186.37,QUIC,67,Protected Payload (KP0),3
2063,197.290625,100.86.186.37,34.98.127.226,QUIC,1288,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2064,197.290751,100.86.186.37,34.98.127.226,QUIC,407,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2065,197.303528,34.98.127.226,100.86.186.37,QUIC,70,Protected Payload (KP0),3
2066,197.306632,34.98.127.226,100.86.186.37,QUIC,67,Protected Payload (KP0),3
2067,197.319654,34.98.127.226,100.86.186.37,QUIC,233,Protected Payload (KP0),3
2068,197.320152,100.86.186.37,34.98.127.226,QUIC,78,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2069,197.33426,34.98.127.226,100.86.186.37,QUIC,67,Protected Payload (KP0),3
2070,198.116415,100.86.186.37,34.98.127.226,QUIC,1288,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2071,198.11672,100.86.186.37,34.98.127.226,QUIC,525,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2072,198.127594,34.98.127.226,100.86.186.37,QUIC,70,Protected Payload (KP0),3
2073,198.130496,34.98.127.226,100.86.186.37,QUIC,67,Protected Payload (KP0),3
2074,198.130973,100.86.186.37,34.98.127.226,QUIC,188,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2075,198.142544,34.98.127.226,100.86.186.37,QUIC,70,Protected Payload (KP0),3
2076,198.147755,34.98.127.226,100.86.186.37,QUIC,228,Protected Payload (KP0),3
2077,198.148239,100.86.186.37,34.98.127.226,QUIC,78,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2078,198.174929,34.98.127.226,100.86.186.37,QUIC,67,Protected Payload (KP0),3
2079,198.177881,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2080,198.180024,34.98.127.226,100.86.186.37,QUIC,620,Protected Payload (KP0),3
2081,198.180024,34.98.127.226,100.86.186.37,QUIC,353,Protected Payload (KP0),3
2082,198.180024,34.98.127.226,100.86.186.37,QUIC,1287,Protected Payload (KP0),3
2083,198.180024,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
