No.,Time,Source,Destination,Protocol,Length,Info,,label
1,0,100.86.186.37,157.240.229.35,UDP,619,64722  >  443 Len=577,,2
2,0.000666,100.86.186.37,157.240.229.35,UDP,584,64722  >  443 Len=542,,2
3,0.000901,100.86.186.37,157.240.229.35,UDP,525,64722  >  443 Len=483,,2
4,0.011735,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
5,0.012105,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
6,0.012483,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
7,0.024321,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
8,0.090146,157.240.229.35,100.86.186.37,UDP,1018,443  >  64722 Len=976,,2
9,0.090665,100.86.186.37,157.240.229.35,UDP,82,64722  >  443 Len=40,,2
10,0.090922,157.240.229.35,100.86.186.37,UDP,282,443  >  64722 Len=240,,2
11,0.091278,100.86.186.37,157.240.229.35,UDP,82,64722  >  443 Len=40,,2
12,0.099072,157.240.229.35,100.86.186.37,UDP,282,443  >  64722 Len=240,,2
13,0.099556,100.86.186.37,157.240.229.35,UDP,82,64722  >  443 Len=40,,2
14,0.125039,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
15,1.538474,100.86.186.37,157.240.229.35,UDP,1184,64722  >  443 Len=1142,,2
16,1.562001,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
17,1.572398,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
18,1.710884,157.240.229.35,100.86.186.37,UDP,410,443  >  64722 Len=368,,2
19,1.711271,100.86.186.37,157.240.229.35,UDP,82,64722  >  443 Len=40,,2
20,1.741307,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
21,1.933853,100.86.186.37,157.240.229.35,UDP,1204,64722  >  443 Len=1162,,2
22,1.943311,100.86.186.37,157.240.229.35,UDP,934,64722  >  443 Len=892,,2
23,1.9455,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
24,1.949036,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
25,1.954615,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
26,1.958868,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
27,2.03068,157.240.229.35,100.86.186.37,UDP,794,443  >  64722 Len=752,,2
28,2.031619,100.86.186.37,157.240.229.35,UDP,82,64722  >  443 Len=40,,2
29,2.052283,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
30,2.052283,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
31,2.052283,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
32,2.052647,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
33,2.052647,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
34,2.052999,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
35,2.053064,100.86.186.37,157.240.229.35,UDP,82,64722  >  443 Len=40,,2
36,2.053334,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
37,2.053334,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
38,2.056898,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
39,2.070666,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
40,2.087791,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
41,2.555155,100.86.186.37,157.240.229.35,UDP,1285,64722  >  443 Len=1243,,2
42,2.555271,100.86.186.37,157.240.229.35,UDP,1292,64722  >  443 Len=1250,,2
43,2.5553,100.86.186.37,157.240.229.35,UDP,367,64722  >  443 Len=325,,2
44,2.557902,100.86.186.37,157.240.229.35,UDP,1285,64722  >  443 Len=1243,,2
45,2.558091,100.86.186.37,157.240.229.35,UDP,1292,64722  >  443 Len=1250,,2
46,2.558178,100.86.186.37,157.240.229.35,UDP,1238,64722  >  443 Len=1196,,2
47,2.566678,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
48,2.568494,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
49,2.572117,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
50,2.591651,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
51,2.724124,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
52,2.724545,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
53,2.724545,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
54,2.724914,157.240.229.35,100.86.186.37,UDP,410,443  >  64722 Len=368,,2
55,2.725021,100.86.186.37,157.240.229.35,UDP,82,64722  >  443 Len=40,,2
56,2.728622,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
57,2.750388,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
58,2.963289,100.86.186.37,157.240.229.35,UDP,71,64722  >  443 Len=29,,2
59,2.97084,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
60,2.97084,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
61,2.97084,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
62,2.971131,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
63,2.971131,157.240.229.35,100.86.186.37,UDP,826,443  >  64722 Len=784,,2
64,2.971665,100.86.186.37,157.240.229.35,UDP,82,64722  >  443 Len=40,,2
65,2.971835,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
66,2.972142,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
67,2.972142,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
68,2.972994,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
69,2.972994,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
70,2.973376,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
71,2.973639,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
72,2.97379,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
73,2.97379,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
74,2.974227,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
75,2.974227,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
76,2.975141,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
77,2.975141,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
78,2.975517,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
79,2.975517,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
80,2.975954,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
81,2.975954,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
82,2.9764,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
83,2.976402,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
84,2.976402,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
85,2.977661,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
86,2.977661,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
87,2.977661,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
88,2.978462,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
89,2.978462,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
90,2.979361,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
91,2.980152,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
92,2.980152,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
93,2.980152,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
94,2.980152,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
95,2.980152,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
96,2.980152,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
97,2.982178,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
98,2.982178,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
99,2.982178,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
100,2.982178,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
101,2.982766,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
102,2.982888,157.240.229.35,100.86.186.37,UDP,666,443  >  64722 Len=624,,2
103,2.994768,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
104,3.000034,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
105,3.055224,100.86.186.37,157.240.229.35,UDP,1285,64722  >  443 Len=1243,,2
106,3.055343,100.86.186.37,157.240.229.35,UDP,426,64722  >  443 Len=384,,2
107,3.060158,100.86.186.37,157.240.229.35,UDP,1290,64722  >  443 Len=1248,,2
108,3.070972,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
109,3.074271,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
110,3.076453,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
111,3.079583,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
112,3.152447,157.240.229.35,100.86.186.37,UDP,890,443  >  64722 Len=848,,2
113,3.153019,100.86.186.37,157.240.229.35,UDP,82,64722  >  443 Len=40,,2
114,3.167038,100.86.186.37,157.240.229.35,UDP,1285,64722  >  443 Len=1243,,2
115,3.167134,100.86.186.37,157.240.229.35,UDP,1292,64722  >  443 Len=1250,,2
116,3.16717,100.86.186.37,157.240.229.35,UDP,488,64722  >  443 Len=446,,2
117,3.177314,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
118,3.181938,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
119,3.182467,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
120,3.182467,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
121,3.182679,100.86.186.37,157.240.229.35,UDP,82,64722  >  443 Len=40,,2
122,3.182828,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
123,3.182818,157.240.229.35,100.86.186.37,UDP,858,443  >  64722 Len=816,,2
124,3.183704,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
125,3.183704,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
126,3.183704,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
127,3.184308,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
128,3.184308,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
129,3.184474,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
130,3.184631,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
131,3.184685,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
132,3.184979,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
133,3.185074,157.240.229.35,100.86.186.37,UDP,474,443  >  64722 Len=432,,2
134,3.194738,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
135,3.195043,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
136,3.205929,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
137,3.214252,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
138,3.235003,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
139,3.235403,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
140,3.235403,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
141,3.235892,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
142,3.235892,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
143,3.236258,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
144,3.23677,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
145,3.23677,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
146,3.237208,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
147,3.237208,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
148,3.23741,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
149,3.237681,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
150,3.237681,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
151,3.238169,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
152,3.238169,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
153,3.239876,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
154,3.239876,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
155,3.24036,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
156,3.240583,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
157,3.240583,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
158,3.241204,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
159,3.241204,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
160,3.241204,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
161,3.241204,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
162,3.242231,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
163,3.242231,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
164,3.242231,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
165,3.242231,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
166,3.242231,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
167,3.242231,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
168,3.24263,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
169,3.244219,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
170,3.244219,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
171,3.244219,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
172,3.244219,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
173,3.244556,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
174,3.244556,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
175,3.244775,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
176,3.244857,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
177,3.244894,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
178,3.245073,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
179,3.245073,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
180,3.245342,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
181,3.24595,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
182,3.24595,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
183,3.246553,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
184,3.246553,157.240.229.35,100.86.186.37,UDP,122,443  >  64722 Len=80,,2
185,3.256768,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
186,3.257245,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
187,3.267455,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
188,3.27124,157.240.229.35,100.86.186.37,UDP,314,443  >  64722 Len=272,,2
189,3.271881,100.86.186.37,157.240.229.35,UDP,82,64722  >  443 Len=40,,2
190,3.271879,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
191,3.272387,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
192,3.272387,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
193,3.272702,157.240.229.35,100.86.186.37,UDP,666,443  >  64722 Len=624,,2
194,3.276472,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
195,3.300195,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
196,3.450429,100.86.186.37,157.240.229.35,UDP,1285,64722  >  443 Len=1243,,2
197,3.450538,100.86.186.37,157.240.229.35,UDP,1292,64722  >  443 Len=1250,,2
198,3.450575,100.86.186.37,157.240.229.35,UDP,1292,64722  >  443 Len=1250,,2
199,3.450609,100.86.186.37,157.240.229.35,UDP,418,64722  >  443 Len=376,,2
200,3.458066,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
201,3.45849,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
202,3.45849,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
203,3.458922,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
204,3.458922,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
205,3.459982,157.240.229.35,100.86.186.37,UDP,922,443  >  64722 Len=880,,2
206,3.459982,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
207,3.460434,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
208,3.460434,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
209,3.460434,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
210,3.460434,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
211,3.460703,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
212,3.460703,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
213,3.460742,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
214,3.461108,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
215,3.462097,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
216,3.462097,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
217,3.462097,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
218,3.462097,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
219,3.462542,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
220,3.46298,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
221,3.46298,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
222,3.463439,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
223,3.463439,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
224,3.463525,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
225,3.47666,157.240.229.35,100.86.186.37,UDP,1050,443  >  64722 Len=1008,,2
226,3.477149,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
227,3.48744,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
228,3.48744,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
229,3.487942,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
230,3.487942,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
231,3.496803,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
232,3.507134,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
233,3.507595,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
234,3.507595,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
235,3.50879,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
236,3.50879,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
237,3.50879,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
238,3.50879,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
239,3.50879,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
240,3.50879,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
241,3.50879,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
242,3.50879,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
243,3.50879,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
244,3.50879,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
245,3.509152,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
246,3.509152,157.240.229.35,100.86.186.37,UDP,570,443  >  64722 Len=528,,2
247,3.509274,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
248,3.512568,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
249,3.522537,157.240.229.35,100.86.186.37,UDP,826,443  >  64722 Len=784,,2
250,3.525796,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
251,3.554127,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
252,3.554489,157.240.229.35,100.86.186.37,UDP,762,443  >  64722 Len=720,,2
253,3.558332,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
254,3.568349,157.240.229.35,100.86.186.37,UDP,922,443  >  64722 Len=880,,2
255,3.572594,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
256,3.581357,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
257,3.581357,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
258,3.581357,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
259,3.581776,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
260,3.581776,157.240.229.35,100.86.186.37,UDP,122,443  >  64722 Len=80,,2
261,3.582319,100.86.186.37,157.240.229.35,UDP,82,64722  >  443 Len=40,,2
262,3.582461,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
263,3.583529,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
264,3.583529,157.240.229.35,100.86.186.37,UDP,1114,443  >  64722 Len=1072,,2
265,3.58548,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
266,3.603332,157.240.229.35,100.86.186.37,UDP,1082,443  >  64722 Len=1040,,2
267,3.606373,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
268,3.606969,100.86.186.37,157.240.229.35,UDP,671,64722  >  443 Len=629,,2
269,3.607097,100.86.186.37,157.240.229.35,UDP,1132,64722  >  443 Len=1090,,2
270,3.61743,157.240.229.35,100.86.186.37,UDP,1178,443  >  64722 Len=1136,,2
271,3.61782,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
272,3.623651,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
273,3.644958,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
274,3.699396,157.240.229.35,100.86.186.37,UDP,314,443  >  64722 Len=272,,2
275,3.699798,100.86.186.37,157.240.229.35,UDP,82,64722  >  443 Len=40,,2
276,3.727737,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
277,3.823684,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
278,3.824104,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
279,3.824104,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
280,3.826502,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
281,3.82653,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
282,3.82653,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
283,3.82653,157.240.229.35,100.86.186.37,UDP,922,443  >  64722 Len=880,,2
284,3.82653,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
285,3.827992,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
286,3.827992,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
287,3.827992,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
288,3.827992,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
289,3.829371,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
290,3.829371,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
291,3.829521,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
292,3.831314,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
293,3.831314,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
294,3.844252,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
295,3.86398,100.86.186.37,157.240.229.35,UDP,955,64722  >  443 Len=913,,2
296,3.878231,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
297,3.884071,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
298,3.941657,100.86.186.37,157.240.229.35,UDP,1287,64722  >  443 Len=1245,,2
299,3.941801,100.86.186.37,157.240.229.35,UDP,1292,64722  >  443 Len=1250,,2
300,3.941853,100.86.186.37,157.240.229.35,UDP,1292,64722  >  443 Len=1250,,2
301,3.941894,100.86.186.37,157.240.229.35,UDP,1292,64722  >  443 Len=1250,,2
302,3.941938,100.86.186.37,157.240.229.35,UDP,236,64722  >  443 Len=194,,2
303,3.947028,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
304,3.947028,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
305,3.947028,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
306,3.947028,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
307,3.947611,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
308,3.947611,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
309,3.947611,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
