No.,Time,Source,Destination,Protocol,Length,Info,label
1588,132.888851,100.86.73.172,172.253.62.190,QUIC,1292,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1589,132.888884,100.86.73.172,172.253.62.190,QUIC,1287,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1590,132.899439,172.253.62.190,100.86.73.172,QUIC,74,Protected Payload (KP0),0
1591,132.90242,172.253.62.190,100.86.73.172,QUIC,68,Protected Payload (KP0),0
1592,132.902626,100.86.73.172,172.253.62.190,QUIC,74,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1593,132.924294,172.253.62.190,100.86.73.172,QUIC,639,Protected Payload (KP0),0
1594,132.924644,100.86.73.172,172.253.62.190,QUIC,81,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1595,132.926183,172.253.62.190,100.86.73.172,QUIC,78,Protected Payload (KP0),0
1596,132.930181,100.86.73.172,172.253.62.190,QUIC,75,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1597,132.938123,172.253.62.190,100.86.73.172,QUIC,68,Protected Payload (KP0),0
1598,133.032327,100.86.73.172,172.253.62.190,QUIC,1285,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1599,133.032461,100.86.73.172,172.253.62.190,QUIC,1292,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1600,133.032533,100.86.73.172,172.253.62.190,QUIC,1292,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1601,133.032602,100.86.73.172,172.253.62.190,QUIC,1292,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1602,133.032646,100.86.73.172,172.253.62.190,QUIC,331,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1603,133.043802,172.253.62.190,100.86.73.172,QUIC,74,Protected Payload (KP0),0
1604,133.048091,172.253.62.190,100.86.73.172,QUIC,68,Protected Payload (KP0),0
1605,133.048381,100.86.73.172,172.253.62.190,QUIC,74,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1606,133.253721,100.86.73.172,172.253.62.190,QUIC,71,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1607,133.267968,172.253.62.190,100.86.73.172,QUIC,68,Protected Payload (KP0),0
1608,133.370313,100.86.73.172,172.253.62.190,QUIC,1285,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1609,133.370426,100.86.73.172,172.253.62.190,QUIC,1292,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1610,133.370467,100.86.73.172,172.253.62.190,QUIC,1292,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1611,133.370503,100.86.73.172,172.253.62.190,QUIC,218,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1612,133.380932,172.253.62.190,100.86.73.172,QUIC,74,Protected Payload (KP0),0
1613,133.384263,172.253.62.190,100.86.73.172,QUIC,68,Protected Payload (KP0),0
1614,133.384506,100.86.73.172,172.253.62.190,QUIC,74,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1615,133.595575,100.86.73.172,172.253.62.190,QUIC,71,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1616,133.608747,172.253.62.190,100.86.73.172,QUIC,758,Protected Payload (KP0),0
1617,133.609171,100.86.73.172,172.253.62.190,QUIC,76,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1618,133.60967,172.253.62.190,100.86.73.172,QUIC,174,Protected Payload (KP0),0
1619,133.609934,100.86.73.172,172.253.62.190,QUIC,76,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1620,133.630061,172.253.62.190,100.86.73.172,QUIC,1280,Protected Payload (KP0),0
1621,133.630662,100.86.73.172,172.253.62.190,QUIC,83,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1622,133.644694,172.253.62.190,100.86.73.172,QUIC,68,Protected Payload (KP0),0
1623,133.715653,172.253.62.190,100.86.73.172,QUIC,1287,Protected Payload (KP0),0
1624,133.715653,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1625,133.715653,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1626,133.716289,100.86.73.172,172.253.62.190,QUIC,81,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1627,133.717201,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1628,133.717201,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1629,133.717201,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1630,133.717201,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1631,133.717201,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1632,133.717201,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1633,133.717201,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1634,133.717201,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1635,133.717201,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1636,133.717201,172.253.62.190,100.86.73.172,QUIC,818,Protected Payload (KP0),0
1637,133.717201,172.253.62.190,100.86.73.172,QUIC,309,Protected Payload (KP0),0
1638,133.717201,172.253.62.190,100.86.73.172,QUIC,1286,Protected Payload (KP0),0
1639,133.717201,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1640,133.717201,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1641,133.717201,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1642,133.717201,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1643,133.717201,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1644,133.717201,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1645,133.717589,172.253.62.190,100.86.73.172,QUIC,725,Protected Payload (KP0),0
1646,133.717589,172.253.62.190,100.86.73.172,QUIC,264,Protected Payload (KP0),0
1647,133.718976,100.86.73.172,172.253.62.190,QUIC,74,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1648,133.719363,100.86.73.172,172.253.62.190,QUIC,74,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1649,133.722344,100.86.73.172,172.253.62.190,QUIC,75,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1650,133.730598,172.253.62.190,100.86.73.172,QUIC,67,Protected Payload (KP0),0
1651,135.932508,100.86.73.172,172.253.62.190,QUIC,436,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1652,135.945424,172.253.62.190,100.86.73.172,QUIC,74,Protected Payload (KP0),0
1653,135.946756,172.253.62.190,100.86.73.172,QUIC,1287,Protected Payload (KP0),0
1654,135.947053,100.86.73.172,172.253.62.190,QUIC,81,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1655,135.947352,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1656,135.947352,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
